Data Set 1:Time(s),Data Set 1:pH
88.5,8.4858512878417969
89,8.4658012390136719
89.5,8.4457511901855469
90,8.4273042678833008
90.5,8.4040460586547852
91,8.3743715286254883
91.5,8.3398857116699219
92,8.3086071014404297
92.5,8.2861509323120117
93,8.2596845626831055
93.5,8.2364253997802734
94,8.2139692306518555
94.5,8.1931171417236328
95,8.1770772933959961
95.5,8.161036491394043
96,8.1490068435668945
96.5,8.1377782821655273
97,8.1273527145385742
97.5,8.1153221130371094
98,8.1065006256103516
98.5,8.0952720642089844
99,8.076024055480957
99.5,8.0503597259521484
100,8.0174770355224609
100.5,7.9870004653930664
101,7.9637422561645508
101.5,7.9468998908996582
102,7.9300580024719238
102.5,7.9172258377075195
103,7.9059972763061523
103.5,7.8923635482788086
104,7.8827390670776367
104.5,7.8747191429138184
105,7.864293098449707
105.5,7.8586788177490234
106,7.8498568534851074
106.5,7.8386287689208984
107,7.8314104080200195
107.5,7.8225884437561035
108,7.8161721229553223
108.5,7.8073501586914062
109,7.7993297576904297
109.5,7.7937159538269043
110,7.7881016731262207
110.5,7.7824878692626953
111,7.7760715484619141
111.5,7.772061824798584
112,7.7640414237976074
112.5,7.7592296600341797
113,7.7504072189331055
113.5,7.7375750541687012
114,7.7287530899047852
114.5,7.7159209251403809
115,7.7111086845397949
115.5,7.6982765197753906
116,7.6854443550109863
116.5,7.666196346282959
117,7.6477499008178711
117.5,7.6349177360534668
118,7.6244916915893555
118.5,7.6140656471252441
119,7.6044411659240723
119.5,7.5964212417602539
120,7.5875992774963379
120.5,7.580380916595459
121,7.5739650726318359
121.5,7.5659446716308594
122,7.5595288276672363
122.5,7.5531125068664551
123,7.5523104667663574
123.5,7.5458946228027344
124,7.5426864624023438
124.5,7.5362706184387207
125,7.5314583778381348
125.5,7.5266461372375488
126,7.5202302932739258
126.5,7.5138139724731445
127,7.4921598434448242
127.5,7.4817337989807129
128,7.4504551887512207
128.5,7.4288010597229004
129,7.4079484939575195
129.5,7.3991265296936035
130,7.3878984451293945
130.5,7.3822841644287109
131,7.3774724006652832
131.5,7.368649959564209
132,7.3630361557006836
132.5,7.3582239151000977
133,7.348599910736084
133.5,7.337371826171875
134,7.3253417015075684
134.5,7.3189253807067871
135,7.3093013763427734
135.5,7.3044891357421875
136,7.3012814521789551
136.5,7.2940630912780762
137,7.2900528907775879
137.5,7.2780227661132812
138,7.2675967216491699
138.5,7.2603788375854492
139,7.2547645568847656
139.5,7.2499523162841797
140,7.245140552520752
140.5,7.242734432220459
141,7.2419323921203613
141.5,7.2363185882568359
142,7.2331104278564453
142.5,7.2266941070556641
143,7.222684383392334
143.5,7.2210803031921387
144,7.2170701026916504
144.5,7.2138619422912598
145,7.2114558219909668
145.5,7.2114558219909668
146,7.2098522186279297
146.5,7.2058420181274414
147,7.2074460983276367
147.5,7.2010297775268555
148,7.1978216171264648
148.5,7.1930098533630371
149,7.1889996528625488
149.5,7.1857914924621582
150,7.1817817687988281
150.5,7.1809797286987305
151,7.1769695281982422
151.5,7.1737613677978516
152,7.1705536842346191
152.5,7.1689496040344238
153,7.1689496040344238
153.5,7.1673455238342285
154,7.1657414436340332
154.5,7.1641373634338379
155,7.1609292030334473
155.5,7.1585230827331543
156,7.1585230827331543
156.5,7.1561174392700195
157,7.1545133590698242
157.5,7.1521072387695312
158,7.1529092788696289
158.5,7.1497011184692383
159,7.1488990783691406
159.5,7.1464929580688477
160,7.14569091796875
160.5,7.1416811943054199
161,7.1416811943054199
161.5,7.139275074005127
162,7.1432852745056152
162.5,7.1384730339050293
163,7.136868953704834
163.5,7.1376709938049316
164,7.1352648735046387
164.5,7.1328587532043457
165,7.132056713104248
165.5,7.1312551498413086
166,7.128046989440918
166.5,7.1240367889404297
167,7.1184225082397461
167.5,7.1176209449768066
168,7.1136107444763184
168.5,7.1112046241760254
169,7.1071944236755371
169.5,7.103184700012207
170,7.1007785797119141
170.5,7.1007785797119141
171,7.0967683792114258
171.5,7.0959663391113281
172,7.0943622589111328
172.5,7.0935602188110352
173,7.091956615447998
173.5,7.0911545753479004
174,7.0927581787109375
174.5,7.0911545753479004
175,7.0879464149475098
175.5,7.0871443748474121
176,7.0871443748474121
176.5,7.0847382545471191
177,7.0847382545471191
177.5,7.0839362144470215
178,7.0831341743469238
178.5,7.0823321342468262
179,7.0831341743469238
179.5,7.0815300941467285
180,7.0807280540466309
