Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N),Data Set 5:Time(s),Data Set 5:Force G(N),,,
,,,,,,,,15.12,-0.012466431,,,
,,,,,,,,15.14,-0.018699646,,,
,,,,,,,,15.16,-0.012466431,,,
,,,,,,,,15.18,-0.010391235,,,
,,,,,,,,15.2,-0.010391235,,,
,,,,,,,,15.22,-0.012466431,,,
,,,,,,,,15.24,-0.008308411,,,
,,,,,,,,15.26,-0.012466431,,,
,,,,,,,,15.28,-0.014541626,,,
,,,,,,,,15.3,-0.010391235,,,
,,,,,,,,15.32,-0.008308411,,,
,,,,,,,,15.34,-0.014541626,,,
,,,,,,,,15.36,-0.016616821,,,
,,,,,,,,15.38,-0.014541626,,,
,,,,,,,,15.4,-0.018699646,,,
,,,,,,,,15.42,-0.020774841,,,
,,,,,,,,15.44,-0.014541626,,,
,,,,,,,,15.46,-0.018699646,,,
,,,,,,,,15.48,-0.016616821,,,
,,,,,,,,15.5,-0.020774841,,,
,,,,,,,,15.52,-0.022850037,,,
,,,,,,,,15.54,-0.018699646,,,
,,,,,,,,15.56,-0.016616821,,,
,,,,,,,,15.58,-0.018699646,,,
,,,,,,,,15.6,-0.022850037,,,
,,,,,,,,15.62,-0.018699646,,,
,,,,,,,,15.64,-0.024925232,,,
,,,,,,,,15.66,-0.020774841,,,
,,,,,,,,15.68,-0.022850037,,,
,,,,,,,,15.7,-0.022850037,,,
,,,,,,,,15.72,-0.018699646,,,
,,,,,,,,15.74,-0.020774841,,,
,,,,,,,,15.76,-0.022850037,,,
,,,,,,,,15.78,-0.014541626,,,
,,,,,,,,15.8,-0.016616821,,,
,,,,,,,,15.82,-0.010391235,,,
,,,,,,,,15.84,-0.014541626,,,
,,,,,,,,15.86,-0.020774841,,,
,,,,,,,,15.88,-0.014541626,,,
,,,,,,,,15.9,-0.014541626,,,
,,,,,,,,15.92,-0.014541626,,,
,,,,,,,,15.94,-0.00415802,,,
,,,,,,,,15.96,-0.010391235,,,
,,,,,,,,15.98,-0.006233215,,,
,,,,,,,,16,-0.008308411,,,
,,,,,,,,16.02,-0.008308411,,,
,,,,,,,,16.04,-0.00415802,,,
,,,,,,,,16.06,-0.006233215,,,
,,,,,,,,16.08,0,,,
,,,,,,,,16.1,-0.012466431,,,
,,,,,,,,16.12,-0.010391235,,,
,,,,,,,,16.14,-0.006233215,,,
,,,,,,,,16.16,-0.014541626,,,
,,,,,,,,16.18,-0.010391235,,,
,,,,,,,,16.2,-0.006233215,,,
,,,,,,,,16.22,-0.012466431,,,
,,,,,,,,16.24,-0.016616821,,,
,,,,,,,,16.26,-0.00415802,,,
,,,,,,,,16.28,-0.00415802,,,
,,,,,,,,16.3,-0.00415802,,,
,,,,,,,,16.32,-0.008308411,,,
,,,,,,,,16.34,-0.010391235,,,
,,,,,,,,16.36,-0.010391235,,,
,,,,,,,,16.38,-0.006233215,,,
,,,,,,,,16.4,-0.016616821,,,
,,,,,,,,16.42,-0.018699646,,,
,,,,,,,,16.44,-0.018699646,,,
,,,,,,,,16.46,-0.014541626,,,
,,,,,,,,16.48,-0.014541626,,,
,,,,,,,,16.5,-0.016616821,,,
,,,,,,,,16.52,-0.012466431,,,
,,,,,,,,16.54,-0.010391235,,,
,,,,,,,,16.56,-0.020774841,,,
,,,,,,,,16.58,-0.018699646,,,
,,,,,,,,16.6,-0.014541626,,,
,,,,,,,,16.62,-0.018699646,,,
,,,,,,,,16.64,0,,,
,,,,,,,,16.66,0.06023407,,,
,,,,,,,,16.68,0.155776978,,,
,,,,,,,,16.7,0.240943909,,,
,,,,,,,,16.72,0.301177979,,,
,,,,,,,,16.74,0.384262085,,,
,,,,,,,,16.76,0.456962585,,,
,,,,,,,,16.78,0.527580261,,,
,,,,,,,,16.8,0.587814331,,,
,,,,,,,,16.82,0.573280334,,,
,,,,,,,,16.84,0.519271851,,,
,,,,,,,,16.86,0.467346191,,,
,,,,,,,,16.88,0.369720459,,,
,,,,,,,,16.9,0.195243835,,,
,,,,,,,,16.92,0.070617676,,,
,,,,,,,,16.94,0.022842407,,,
,,,,,,,,16.96,0.074775696,,,
,,,,,,,,16.98,0.176551819,,,
,,,,,,,,17,0.270019531,,,
,,,,,,,,17.02,0.371795654,,,
,,,,,,,,17.04,0.51096344,,,
,,,,,,,,17.06,0.63974762,,,
,,,,,,,,17.08,0.760215759,,,
,,,,,,,,17.1,0.90145874,,,
,,,,,,,,17.12,1.071784973,,,
,,,,,,,,17.14,1.217178345,,,
,,,,,,,,17.16,1.302337646,,,
,,,,,,,,17.18,1.397888184,,,
,,,,,,,,17.2,1.491355896,,,
,,,,,,,,17.22,1.505897522,,,
,,,,,,,,17.24,1.42073822,,,
,,,,,,,,17.26,1.42073822,,,
,,,,,,,,17.28,1.574440002,,,
,,,,,,,,17.3,1.719841003,,,
,,,,,,,,17.32,1.784225464,,,
,,,,,,,,17.34,1.823692322,,,
,,,,,,,,17.36,1.898468018,,,
,,,,,,,,17.38,1.973243713,,,
,,,,,,,,17.4,1.979476929,,,
,,,,,,,,17.42,1.967010498,,,
,,,,,,,,17.44,1.950393677,,,
,,,,,,,,17.46,1.942085266,,,
,,,,,,,,17.48,1.92339325,,,
,,,,,,,,17.5,1.948318481,,,
,,,,,,,,17.52,2.039710999,,,
,,,,,,,,17.54,2.11656189,,,
,,,,,,,,17.56,2.118644714,,,
,,,,,,,,17.58,2.062561035,,,
,,,,,,,,17.6,1.998168945,,,
,,,,,,,,17.62,1.719841003,,,
,,,,,,,,17.64,0.774757385,,,
,,,,,,,,17.66,0.286636353,,,
,,,,,,,,17.68,0.093467712,,,
,,,,,,,,17.7,0.022842407,,,
,,,,,,,,17.72,-0.00415802,,,
,,,,,,,,17.74,-0.018699646,,,
,,,,,,,,17.76,-0.024925232,,,
,,,,,,,,17.78,-0.020774841,,,
,,,,,,,,17.8,-0.014541626,,,
,,,,,,,,17.82,-0.010391235,,,
,,,,,,,,17.84,-0.00415802,,,
,,,,,,,,17.86,-0.006233215,,,
,,,,,,,,17.88,-0.014541626,,,
,,,,,,,,17.9,-0.012466431,,,
,,,,,,,,17.92,-0.020774841,,,
,,,,,,,,17.94,-0.018699646,,,
,,,,,,,,17.96,-0.022850037,,,
,,,,,,,,17.98,-0.018699646,,,
,,,,,,,,18,-0.018699646,,,
,,,,,,,,18.02,-0.014541626,,,
,,,,,,,,18.04,-0.012466431,,,
,,,,,,,,18.06,-0.010391235,,,
,,,,,,,,18.08,-0.014541626,,,
,,,,,,,,18.1,-0.014541626,,,
,,,,,,,,18.12,-0.014541626,,,
,,,,,,,,18.14,-0.016616821,,,
,,,,,,,,18.16,-0.012466431,,,
,,,,,,,,18.18,-0.018699646,,,
,,,,,,,,18.2,-0.010391235,,,
,,,,,,,,18.22,-0.010391235,,,
,,,,,,,,18.24,-0.010391235,,,
,,,,,,,,18.26,-0.012466431,,,
,,,,,,,,18.28,-0.014541626,,,
,,,,,,,,18.3,-0.016616821,,,
,,,,,,,,18.32,-0.018699646,,,
,,,,,,,,18.34,-0.014541626,,,
,,,,,,,,18.36,-0.014541626,,,
,,,,,,,,18.38,-0.008308411,,,
,,,,,,,,18.4,-0.008308411,,,
,,,,,,,,18.42,-0.006233215,,,
,,,,,,,,18.44,-0.012466431,,,
,,,,,,,,18.46,-0.014541626,,,
,,,,,,,,18.48,-0.012466431,,,
,,,,,,,,18.5,-0.012466431,,,
,,,,,,,,18.52,-0.014541626,,,
,,,,,,,,18.54,-0.010391235,,,
,,,,,,,,18.56,-0.012466431,,,
,,,,,,,,18.58,-0.014541626,,,
,,,,,,,,18.6,-0.020774841,,,
,,,,,,,,18.62,-0.016616821,,,
,,,,,,,,18.64,-0.014541626,,,
,,,,,,,,18.66,-0.008308411,,,
,,,,,,,,18.68,-0.008308411,,,
,,,,,,,,18.7,-0.012466431,,,
,,,,,,,,18.72,-0.012466431,,,
,,,,,,,,18.74,-0.010391235,,,
,,,,,,,,18.76,-0.010391235,,,
,,,,,,,,18.78,-0.012466431,,,
,,,,,,,,18.8,-0.012466431,,,
,,,,,,,,18.82,-0.016616821,,,
,,,,,,,,18.84,-0.010391235,,,
,,,,,,,,18.86,-0.012466431,,,
,,,,,,,,18.88,-0.014541626,,,
,,,,,,,,18.9,-0.010391235,,,
,,,,,,,,18.92,-0.012466431,,,
,,,,,,,,18.94,-0.016616821,,,
,,,,,,,,18.96,-0.014541626,,,
,,,,,,,,18.98,-0.012466431,,,
,,,,,,,,19,-0.012466431,,,
,,,,,,,,19.02,-0.014541626,,,
,,,,,,,,19.04,-0.014541626,,,
,,,,,,,,19.06,-0.014541626,,,
,,,,,,,,19.08,-0.012466431,,,
,,,,,,,,19.1,-0.016616821,,,
,,,,,,,,19.12,-0.018699646,,,
,,,,,,,,19.14,-0.016616821,,,
,,,,,,,,19.16,-0.014541626,,,
,,,,,,,,19.18,-0.010391235,,,
,,,,,,,,19.2,-0.016616821,,,
,,,,,,,,19.22,-0.012466431,,,
,,,,,,,,19.24,-0.018699646,,,
,,,,,,,,19.26,-0.014541626,,,
,,,,,,,,19.28,-0.014541626,,,
,,,,,,,,19.3,-0.010391235,,,
,,,,,,,,19.32,-0.010391235,,,
,,,,,,,,19.34,-0.010391235,,,
,,,,,,,,19.36,-0.008308411,,,
,,,,,,,,19.38,-0.010391235,,,
,,,,,,,,19.4,-0.016616821,,,
,,,,,,,,19.42,-0.012466431,,,
,,,,,,,,19.44,-0.012466431,,,
,,,,,,,,19.46,-0.006233215,,,
,,,,,,,,19.48,-0.012466431,,,
,,,,,,,,19.5,-0.022850037,,,
,,,,,,,,19.52,-0.024925232,,,
,,,,,,,,19.54,-0.018699646,,,
,,,,,,,,19.56,-0.016616821,,,
,,,,,,,,19.58,-0.012466431,,,
,,,,,,,,19.6,-0.008308411,,,
,,,,,,,,19.62,-0.014541626,,,
,,,,,,,,19.64,-0.010391235,,,
,,,,,,,,19.66,-0.014541626,,,
,,,,,,,,19.68,-0.010391235,,,
