S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_V2,S2_Pre,S2_T1,S2_T2,S2_T3,S2_T4,S2_T5,S3_Pre,S3_T1,S3_T2,S3_T3,S3_T4,S3_T5,S4_Pre,S4_T1_V2,S4_T2,S4_T3,S4_T4,S4_T5,Time
0.699981689,0.284561157,-0.008308411,-0.037384033,0.04569244,-0.041542053,0.162017822,-0.014541626,0.303253174,0.978317261,-0.081008911,0.816299438,0.486038208,,0.43827057,0.978317261,0.38218689,0.407112122,0.926391602,1.54120636,0.012466431,0.004150391,0.427886963,0.978317261,0.006233215,3.12
0.702064514,0.292869568,-0.016616821,-0.033233643,0.0727005,-0.035316467,0.166168213,-0.014541626,0.083084106,0.990776062,-0.078926086,0.816299438,0.502655029,,0.42580414,0.990776062,0.434112549,0.3904953,0.953392029,1.449813843,0.00415802,0.008308411,0.438270569,0.988700867,0.00415802,3.14
0.695831299,0.299102783,-0.006233215,-0.037384033,0.0872345,-0.035316467,0.166168213,-0.010391235,0.012458801,1.084243774,-0.076850891,0.822532654,0.500579834,,0.3157196,1.084243774,0.456962585,0.369728088,0.982467651,0.672981262,0.008308411,0.008308411,0.45488739,1.001167297,0.008308411,3.16
0.697906494,0.342720032,-0.006233215,-0.029075623,0.10177612,-0.037391663,0.159934998,0.066467285,-0.029083252,1.194335938,-0.078926086,0.859916687,0.496421814,,0.17447662,1.194335938,0.459037781,0.363494873,1.024009705,0.236785889,0.014541626,0.004150391,0.504737854,1.009475708,0.00415802,3.18
0.724906921,0.392570496,-0.008308411,-0.020767212,0.11839294,-0.041542053,0.153709412,0.143318176,-0.029083252,1.269111633,-0.081008911,0.886917114,0.481887817,,0.159935,1.269111633,0.456962585,0.346878052,1.055168152,0.06854248,0.006233215,0.002075195,0.525512695,1.017784119,0.008308411,3.2
0.756065369,0.423728943,-0.008308411,-0.016616821,0.15370178,-0.041542053,0.153709412,0.172393799,-0.039466858,1.318962097,-0.076850891,0.90145874,0.467346191,,0.27210236,1.318962097,0.461112976,0.340644836,1.086326599,0,0.010383606,0.004150391,0.521354675,1.019859314,0.012466431,3.22
0.797607422,0.436195374,-0.010391235,-0.004150391,0.19316864,-0.033233643,0.162017822,0.19316864,-0.033233643,1.391654968,-0.078926086,0.886917114,0.442420959,,0.40296173,1.391654968,0.486038208,0.346878052,1.136177063,-0.024925232,0.008308411,0.002075195,0.481887817,1.019859314,0.008308411,3.24
0.660522461,0.467346191,-0.006233215,-0.002075195,0.2326355,-0.035316467,0.176551819,0.197319031,-0.041542053,1.483047485,-0.0727005,0.884841919,0.396720886,,0.49850464,1.483047485,0.500579834,0.38634491,1.169410706,-0.031158447,0.008308411,0.008308411,0.479812622,1.009475708,-0.002075195,3.26
0.57535553,0.477737427,-0.012466431,-0.006225586,0.27001953,-0.037391663,0.19732666,0.201477051,-0.039466858,1.576522827,-0.076850891,0.903533936,0.38633728,,0.51304626,1.576522827,0.531738281,0.413345337,1.198486328,-0.031158447,0.014541626,0.002075195,0.525512695,0.986625671,0.008308411,3.28
0.546279907,0.494354248,-0.010391235,0,0.30325317,-0.039466858,0.226402283,0.195243835,-0.043624878,1.628448486,-0.074775696,0.932617188,0.423728943,,0.50057983,1.628448486,0.544197083,0.465270996,1.22341156,-0.035308838,0.008308411,0.004150391,0.589897156,0.938850403,0.00415802,3.3
0.573280334,0.525505066,-0.002082825,0.006233215,0.34064484,-0.041542053,0.259635925,0.180702209,-0.043624878,1.647140503,-0.076850891,0.891075134,0.475654602,,0.47357941,1.647140503,0.542121887,0.496429443,1.237953186,-0.035308838,0.006233215,0.004150391,0.633522034,0.891082764,0.008308411,3.32
0.560821533,0.550430298,-0.010391235,0.012466431,0.38633728,-0.039466858,0.284561157,0.178627014,-0.045700073,1.661682129,-0.078926086,0.411262512,0.504730225,,0.45072937,1.661682129,0.533813477,0.525512695,1.244186401,-0.039466858,0.010383606,-0.002082825,0.662597656,0.997009277,0.008308411,3.34
0.51927948,0.57951355,-0.008308411,0.00415802,0.42580414,-0.031158447,0.301177979,0.166168213,-0.045700073,1.659606934,-0.0727005,0.139160156,0.513038635,,0.48188782,1.659606934,0.527580261,0.546279907,1.267036438,-0.037391663,0.010383606,0.006225586,0.691680908,1.024017334,0.006233215,3.36
0.488121033,0.596130371,-0.006233215,0.00415802,0.44449615,-0.035316467,0.282485962,0.159934998,-0.045700073,1.66583252,-0.0727005,0.022842407,0.527580261,,0.52135468,1.66583252,0.521354675,0.554588318,1.285728455,-0.037391663,0.010383606,0.002075195,0.741531372,1.080093384,0.006233215,3.38
0.521354675,0.616897583,-0.00415802,0.002082825,0.43411255,-0.041542053,0.272102356,0.143318176,-0.047775269,1.672065735,-0.074775696,-0.020774841,0.535888672,,0.44657898,1.672065735,0.527580261,0.575363159,1.314804077,-0.041542053,0.008308411,0.002075195,0.778915405,1.082176208,0.006233215,3.4
0.58782196,0.625205994,-0.008308411,0,0.43203735,-0.033233643,0.276252747,0.143318176,-0.039466858,1.703224182,-0.066467285,-0.029083252,0.533813477,,0.32610321,1.703224182,0.513046265,0.604438782,1.339729309,-0.045700073,0.00415802,0.006225586,0.805915833,1.038551331,0.006233215,3.42
0.623130798,0.612747192,-0.002082825,-0.002075195,0.43827057,-0.039466858,0.288719177,0.089309692,-0.045700073,1.730224609,-0.074775696,-0.037391663,0.537963867,,0.35518646,1.730224609,0.504737854,0.602363586,1.34803772,-0.041542053,0,0,0.805915833,0.945083618,0.010391235,3.44
0.614822388,0.594055176,-0.006233215,0,0.43827057,-0.039466858,0.32195282,0.033233643,-0.049850464,1.711532593,-0.066467285,-0.043624878,0.531738281,,0.49435425,1.711532593,0.492271423,0.58367157,1.364654541,-0.035308838,0.012466431,0.002075195,0.805915833,0.820457458,0.010391235,3.46
0.537971497,0.581588745,-0.010391235,-0.004150391,0.44657898,-0.037391663,0.369728088,0.002075195,-0.035316467,1.66583252,-0.06023407,-0.043624878,0.523429871,,0.56289673,1.66583252,0.504737854,0.535896301,1.393737793,-0.043617249,0.00415802,0.006225586,0.812149048,0.739448547,0.002082825,3.48
0.411270142,0.57951355,-0.010391235,-0.002075195,0.43203735,-0.043624878,0.398803711,-0.008308411,-0.037391663,1.628448486,-0.066467285,-0.045700073,0.525505066,,0.50888824,1.628448486,0.535888672,0.483970642,1.389579773,-0.039466858,0.008308411,0.002075195,0.810073853,0.704139709,-0.002075195,3.5
0.297027588,0.602363586,-0.006233215,0,0.3904953,-0.041542053,0.434112549,-0.008308411,-0.043624878,1.568214417,-0.070617676,-0.051933289,0.477729797,,0.44242096,1.568214417,0.562896729,0.498504639,0.733215332,-0.033233643,0.00415802,0,0.803840637,0.631439209,0.008308411,3.52
0.228485107,0.618980408,-0.010391235,-0.004150391,0.33233643,-0.031158447,0.469429016,-0.018699646,-0.045700073,1.443588257,-0.070617676,-0.043624878,0.363487244,,0.48812103,1.443588257,0.589897156,0.544204712,0.286643982,-0.043617249,0.00415802,0.004150391,0.801765442,0.567054749,0.008308411,3.54
0.209785461,0.633514404,-0.006233215,-0.012458801,0.2450943,-0.041542053,0.494354248,-0.014541626,-0.039466858,1.294036865,-0.06854248,-0.033233643,0.245094299,,0.57743835,1.294036865,0.596130371,0.58367157,0.105934143,-0.037391663,0.008308411,0.006225586,0.789299011,0.537971497,0.002082825,3.56
0.209785461,0.656364441,-0.010391235,-0.022842407,0.19524384,-0.037391663,0.535896301,-0.012466431,-0.033233643,1.152793884,-0.06854248,-0.043624878,0.13293457,,0.67298126,1.152793884,0.596130371,0.623130798,0.039466858,-0.035308838,0.006233215,0.004150391,0.768531799,0.533821106,-0.002075195,3.58
0.236793518,0.672981262,-0.006233215,-0.031150818,0.18901825,-0.035316467,0.562896729,-0.010391235,-0.045700073,1.078018188,-0.062309265,-0.035316467,0.06854248,,0.7082901,1.078018188,0.598205566,0.650138855,0.014541626,-0.039466858,0.016616821,0.006225586,0.758148193,0.548355103,0.006233215,3.6
0.228485107,0.697906494,-0.012466431,-0.033233643,0.21601868,-0.041542053,0.573280334,-0.016616821,-0.041542053,1.125785828,-0.058158875,-0.043624878,0.06438446,,0.71037292,1.125785828,0.598205566,0.679214478,-0.008308411,-0.039466858,0.016616821,0.010383606,0.751914978,0.581588745,0.006233215,3.62
0.220176697,0.726989746,-0.018699646,-0.020767212,0.27832794,-0.035316467,0.58366394,0.010383606,-0.041542053,1.173561096,-0.06023407,-0.039466858,0.101776123,,0.69998169,1.173561096,0.58782196,0.724914551,-0.006233215,-0.033233643,0.016616821,0.006225586,0.758148193,0.600288391,0.00415802,3.64
0.224327087,0.747756958,-0.014541626,-0.024925232,0.34687805,-0.039466858,0.594055176,0.101776123,-0.031158447,1.019859314,-0.014541626,-0.043624878,0.186935425,,0.69790649,1.019859314,0.581588745,0.783073425,-0.008308411,-0.033233643,0.010383606,0.002075195,0.756065369,0.614822388,0,3.66
0.284561157,0.770606995,-0.018699646,-0.022842407,0.39464569,-0.045700073,0.616897583,0.201477051,-0.027008057,0.96585083,0.108009338,-0.039466858,0.299102783,,0.68336487,0.96585083,0.594047546,0.864074707,0,-0.041542053,0.006233215,0.008308411,0.741531372,0.64805603,0.008308411,3.68
0.355186462,0.787223816,-0.016616821,-0.027000427,0.37595367,-0.043624878,0.645980835,0.261711121,-0.035316467,1.044784546,0.224327087,-0.043624878,0.396720886,,0.65013123,1.044784546,0.598205566,0.97000885,-0.006233215,-0.041542053,0.00415802,0.006225586,0.718681335,0.71244812,0.002082825,3.7
0.398803711,0.803840637,-0.012466431,-0.020767212,0.35310364,-0.043624878,0.658439636,0.299102783,-0.031158447,1.080093384,0.284561157,-0.047775269,0.392570496,,0.61689758,1.080093384,0.604438782,1.065559387,-0.002075195,-0.051925659,0.008308411,0.004150391,0.708297729,0.774765015,0.002082825,3.72
0.409187317,0.814224243,-0.00415802,-0.024925232,0.35310364,-0.043624878,0.675056458,0.353103638,-0.035316467,0.982467651,0.32195282,-0.043624878,0.328178406,,0.57951355,0.982467651,0.600280762,1.150718689,-0.002075195,-0.043617249,0.006233215,0,0.729064941,0.807998657,0.002082825,3.74
0.388420105,0.816299438,-0.006233215,-0.024925232,0.35726166,-0.039466858,0.681289673,0.438262939,-0.037391663,0.824607849,0.409187317,-0.037391663,0.230552673,,0.52550507,0.824607849,0.594047546,1.036476135,-0.002075195,-0.039466858,0.010383606,0.006225586,0.753990173,0.832923889,0.008308411,3.76
0.384262085,0.818382263,0.004150391,-0.035308838,0.35310364,-0.043624878,0.706214905,0.456962585,-0.033233643,0.710365295,0.51927948,-0.039466858,0.149551392,,0.43411255,0.710365295,0.591972351,0.469429016,-0.008308411,-0.045700073,0.008308411,0.008308411,0.77684021,0.818382263,0.00415802,3.78
0.3904953,0.805915833,-0.002082825,-0.024925232,0.35102844,-0.039466858,0.726989746,0.459037781,-0.031158447,0.683364868,0.604438782,-0.035316467,0.230552673,,0.42580414,0.683364868,0.571205139,0.172401428,-0.010383606,-0.037391663,0.008308411,0.004150391,0.793457031,0.795532227,0.006233215,3.8
0.411270142,0.812149048,0.004150391,-0.006225586,0.31156158,-0.041542053,0.731140137,0.461112976,-0.037391663,0.747756958,0.666748047,-0.024925232,0.463188171,,0.57951355,0.747756958,0.571205139,0.060241699,-0.004150391,-0.041542053,0.008308411,-0.00415802,0.801765442,0.783073425,0.008308411,3.82
0.407112122,0.780990601,-0.002082825,0.010391235,0.28456116,-0.039466858,0.718681335,0.465270996,-0.033233643,0.839149475,0.699981689,-0.031158447,0.623130798,,0.70206451,0.839149475,0.577430725,0.014541626,-0.006233215,-0.037391663,0.012466431,0.008308411,0.826690674,0.758148193,0.00415802,3.84
0.371803284,0.760223389,0.004150391,0.020774841,0.25340271,-0.043624878,0.710372925,0.463188171,-0.027008057,0.888999939,0.733215332,-0.035316467,0.633514404,,0.73529816,0.888999939,0.591972351,-0.008308411,0.002075195,-0.041542053,0,0.002075195,0.828765869,0.710372925,0.00415802,3.86
0.336494446,0.741523743,0.006225586,0.031158447,0.20355225,-0.043624878,0.729064941,0.459037781,-0.029083252,0.90561676,0.795532227,-0.033233643,0.558738708,,0.72075653,0.90561676,0.610664368,-0.018692017,-0.006233215,-0.047775269,0.00415802,-0.00415802,0.824615479,0.677139282,0,3.88
0.313644409,0.724906921,0.002075195,0.041542053,0.159935,-0.039466858,0.751914978,0.423728943,-0.031158447,0.932617188,0.891075134,-0.033233643,0.477729797,,0.7062149,0.932617188,0.618972778,-0.012458801,-0.008308411,-0.041542053,0.008308411,0.006225586,0.820457458,0.683372498,0,3.9
0.332336426,0.722831726,0.004150391,0.039466858,0.1703186,-0.033233643,0.758140564,0.429954529,-0.031158447,0.957542419,0.955467224,-0.031158447,0.409187317,,0.72075653,0.957542419,0.63974762,-0.018692017,0,-0.041542053,0.008308411,0.006225586,0.820457458,0.735298157,0.008308411,3.92
0.359336853,0.706214905,0.006225586,0.037391663,0.21394348,-0.035316467,0.760223389,0.434112549,-0.035316467,0.922233582,0.994934082,-0.033233643,0.483963013,,0.77475739,0.922233582,0.656364441,-0.010383606,-0.014541626,-0.043617249,0.010383606,0.002075195,0.834999084,0.787223816,0.008308411,3.94
0.353111267,0.691673279,0.002075195,0.037391663,0.24094391,-0.043624878,0.783065796,0.419570923,-0.031158447,0.849533081,1.040626526,-0.033233643,0.689598083,,0.81838226,0.849533081,0.699981689,-0.012458801,-0.010383606,-0.037391663,0.012466431,0.002075195,0.84954071,0.851615906,0.008308411,3.96
0.315719604,0.691673279,0.008308411,0.033233643,0.22847748,-0.041542053,0.812149048,0.38633728,-0.031158447,0.822532654,1.09463501,-0.035316467,0.895225525,,0.85784149,0.822532654,0.747756958,-0.010383606,-0.008308411,-0.033233643,0.00415802,0,0.866157532,0.857849121,0.010391235,3.98
0.282485962,0.687522888,0.008308411,0.033233643,0.21601868,-0.043624878,0.828765869,0.363487244,-0.027008057,0.880691528,1.142410278,-0.022850037,0.974159241,,0.92223358,0.880691528,0.795532227,-0.020767212,-0.008308411,-0.029083252,0.002075195,-0.002082825,0.880691528,0.868232727,0.012466431,4
0.224327087,0.677139282,0.006225586,0.033233643,0.20978546,-0.047775269,0.84538269,0.324028015,-0.029083252,0.988700867,1.152793884,-0.029083252,0.994926453,,0.97415924,0.988700867,0.843299866,-0.014533997,-0.010383606,-0.031158447,0.010383606,0,0.876541138,0.888999939,0.00415802,4.02
0.182785034,0.662597656,5.55E-17,0.037391663,0.21186066,-0.047775269,0.853691101,0.284561157,-0.029083252,1.123710632,1.16733551,-0.029083252,1.017776489,,1.01778412,1.123710632,0.859916687,-0.010383606,-0.012458801,-0.039466858,0.012466431,0.006225586,0.874465942,0.920158386,0.006233215,4.04
0.143318176,0.650131226,5.55E-17,0.041542053,0.22225189,-0.039466858,0.874458313,0.220169067,-0.035316467,1.186027527,1.169410706,-0.033233643,1.071784973,,1.05101776,1.186027527,0.886924744,-0.012458801,-0.008308411,-0.041542053,0.008308411,0,0.878616333,0.965858459,-0.002075195,4.06
0.118392944,0.635597229,5.55E-17,0.039466858,0.2430191,-0.035316467,0.89730835,0.12046814,-0.027008057,1.194335938,1.165252686,-0.024925232,1.109169006,,1.0136261,1.194335938,0.911849976,-0.016616821,-0.004150391,-0.041542053,0.00415802,0.008308411,0.878616333,1.005317688,0.006233215,4.08
0.097625732,0.610671997,0.008308411,0.049850464,0.28871918,-0.037391663,0.911849976,0.041542053,-0.031158447,1.177719116,1.1590271,-0.029083252,1.0987854,,0.49019623,1.177719116,0.932617188,-0.016616821,-0.014541626,-0.043617249,0.002075195,0.002075195,0.878616333,1.044784546,0.002082825,4.1
0.095550537,0.569129944,5.55E-17,0.058158875,0.40918732,-0.037391663,0.938850403,0.008308411,-0.031158447,1.127868652,1.177719116,-0.029083252,1.069702148,,0.17447662,1.127868652,0.947158813,-0.014533997,0,-0.043617249,0.00415802,0.002075195,0.880691528,1.10710144,0.008308411,4.12
0.089317322,0.521354675,0.002075195,0.074775696,0.51719666,-0.039466858,0.967933655,-0.006233215,-0.029083252,1.092552185,1.210952759,-0.024925232,1.034393311,,0.05608368,1.092552185,0.963775635,-0.018692017,-0.008308411,-0.039466858,0.008308411,0.006225586,0.880691528,1.169410706,0,4.14
0.101776123,0.481887817,0.004150391,0.085166931,0.59197235,-0.045700073,0.984550476,-0.018699646,-0.033233643,1.125785828,1.229644775,-0.024925232,1.096710205,,0.00623322,1.125785828,0.951309204,-0.020767212,-0.008308411,-0.039466858,0.008308411,0.008308411,0.89730835,1.233802795,0.006233215,4.16
0.103858948,0.477737427,5.55E-17,0.093475342,0.6355896,-0.041542053,0.994934082,-0.020774841,-0.037391663,1.229644775,1.264953613,-0.031158447,1.200561523,,-0.0103836,1.229644775,0.953392029,-0.020767212,-0.006233215,-0.039466858,0.002075195,0.002075195,0.907699585,1.294036865,0.008308411,4.18
0.089317322,0.486045837,0.002075195,0.091392517,0.66467285,-0.047775269,0.974159241,-0.014541626,-0.035316467,1.345962524,1.298187256,-0.027008057,1.289878845,,-0.0166168,1.345962524,0.986625671,-0.012458801,-0.004150391,-0.041542053,0.006233215,0.008308411,0.903541565,1.375045776,0.008308411,4.2
0.078933716,0.492271423,0.004150391,0.081008911,0.68336487,-0.043624878,0.982467651,-0.014541626,-0.024925232,1.40827179,1.306495667,-0.027008057,1.331420898,,-0.0166168,1.40827179,1.057243347,-0.016616821,-0.014541626,-0.039466858,0.008308411,0.008308411,0.911849976,1.472671509,0.002082825,4.22
0.070625305,0.492271423,0.002075195,0.085166931,0.7103653,-0.037391663,1.003242493,-0.020774841,-0.031158447,1.410354614,1.308578491,-0.027008057,1.331420898,,-0.018692,1.410354614,1.071784973,-0.020767212,-0.016616821,-0.035308838,0.006233215,0.006225586,0.938850403,1.528747559,0.00415802,4.24
0.076850891,0.477737427,0.010383606,0.108009338,0.74775696,-0.043624878,1.003242493,-0.018699646,-0.031158447,1.370887756,1.341812134,-0.024925232,1.318954468,,-0.0207672,1.370887756,1.096710205,-0.010383606,-0.012458801,-0.033233643,0.008308411,0,0.976242065,0.780990601,0.006233215,4.26
0.091392517,0.456962585,0.008308411,0.145401001,0.78929901,-0.041542053,0.984550476,-0.020774841,-0.029083252,1.304420471,1.391662598,-0.029083252,1.304420471,,-0.018692,1.304420471,1.142402649,-0.008308411,-0.012458801,-0.033233643,0,0.008308411,1.038551331,0.307411194,0.010391235,4.28
0.087242126,0.413345337,0.006225586,0.168251038,0.83291626,-0.047775269,0.986625671,-0.008308411,-0.033233643,1.202644348,1.426971436,-0.031158447,1.329345703,,-0.0249252,1.202644348,1.219261169,-0.012458801,-0.010383606,-0.039466858,0,0.014533997,1.092559814,0.112167358,0.014541626,4.3
0.083084106,0.375953674,0.002075195,0.20148468,0.86199951,-0.041542053,0.980392456,-0.006233215,-0.029083252,1.096710205,1.464355469,-0.029083252,1.41242981,,-0.0207672,1.096710205,1.28780365,-0.012458801,-0.006233215,-0.035308838,0.010383606,0.006225586,1.140335083,0.047775269,0.008308411,4.32
0.089317322,0.338569641,5.55E-17,0.240943909,0.88069153,-0.041542053,0.951316833,-0.012466431,-0.027008057,1.001159668,1.48097229,-0.024925232,1.518356323,,-0.02285,1.001159668,1.34803772,-0.016616821,-0.006233215,-0.039466858,0.006233215,0.006225586,1.181877136,0.027008057,0.002082825,4.34
0.126701355,0.290794373,0.006225586,0.301185608,0.89938354,-0.035316467,0.878616333,-0.016616821,-0.035316467,0.967926025,1.501747131,-0.031158447,1.622215271,,-0.02285,0.967926025,1.397888184,-0.012458801,-0.012458801,-0.043617249,0.008308411,0.002075195,1.210952759,0.012466431,0.002082825,4.36
0.180709839,0.272102356,0.002075195,0.371803284,0.92638397,-0.041542053,0.812149048,-0.016616821,-0.024925232,0.916000366,1.518363953,-0.031158447,1.717758179,,-0.0249252,0.916000366,1.445663452,-0.016616821,-0.008308411,-0.035308838,0.006233215,0.006225586,1.2317276,0.006233215,0.006233215,4.38
0.230560303,0.253410339,0.004150391,0.442428589,0.93054199,-0.037391663,0.743606567,-0.018699646,-0.029083252,0.83707428,1.54536438,-0.031158447,1.846542358,,-0.0166168,0.83707428,1.48097229,-0.018692017,-0.006233215,-0.035308838,0.006233215,0.010383606,1.248344421,0.008308411,,4.4
0.276252747,0.294952393,0.004150391,0.481887817,0.95961761,-0.043624878,0.664672852,-0.016616821,-0.029083252,0.729064941,1.555747986,-0.027008057,1.977401733,,-0.018692,0.729064941,1.377120972,-0.012458801,-0.008308411,-0.035308838,0.006233215,0.010383606,1.262878418,0.008308411,,4.42
0.307411194,0.311569214,5.55E-17,0.51512146,0.96170044,-0.043624878,0.573280334,-0.014541626,-0.027008057,0.631439209,1.539131165,-0.027008057,1.595214844,,-0.0207672,0.631439209,0.64389801,-0.008308411,-0.014541626,-0.033233643,0.002075195,0.014533997,1.29196167,0.008308411,,4.44
0.32195282,0.319877625,0.008308411,0.537971497,0.98454285,-0.039466858,0.490196228,-0.012466431,-0.031158447,0.598205566,1.510055542,-0.029083252,0.679206848,,-0.0270004,0.598205566,0.240943909,-0.012458801,-0.010383606,-0.035308838,0.00415802,0.008308411,1.333503723,0.00415802,,4.46
0.338569641,0.313644409,5.55E-17,0.558746338,1.0115509,-0.037391663,0.417495728,-0.014541626,-0.033233643,0.629364014,1.391662598,-0.031158447,0.245094299,,-0.02285,0.629364014,0.087234497,-0.004150391,-0.010383606,-0.043617249,0.006233215,0.006225586,1.36466217,0.006233215,,4.48
0.365570068,0.305335999,0.002075195,0.573280334,1.04685974,-0.037391663,0.365570068,-0.018699646,-0.033233643,0.685440063,1.22341156,-0.022850037,0.078926086,,-0.0166168,0.685440063,0.031158447,0.00415802,-0.008308411,-0.047775269,0.002075195,0.014533997,1.402046204,0.006233215,,4.5
0.39465332,0.276252747,0.004150391,0.59197998,0.92223358,-0.043624878,0.290794373,-0.016616821,-0.029083252,0.805915833,1.061401367,-0.022850037,0.018692017,,-0.018692,0.805915833,0.004150391,-0.004150391,-0.010383606,-0.045700073,0.00415802,0.004150391,1.441513062,-0.002075195,,4.52
0.434112549,0.247177124,0.008308411,0.602363586,0.4029541,-0.039466858,0.213943481,-0.018699646,-0.033233643,0.963775635,0.972084045,-0.027008057,0.002075195,,-0.018692,0.963775635,-0.00415802,-0.002075195,-0.010383606,-0.045700073,0.00415802,0.006225586,1.487205505,0.002082825,,4.54
0.471504211,0.211868286,0.004150391,0.616905212,0.14124298,-0.039466858,0.172401428,-0.014541626,-0.035316467,1.123710632,0.963775635,-0.024925232,-0.018699646,,-0.0249252,1.123710632,-0.002075195,-0.004150391,-0.004150391,-0.035308838,0.002075195,0.006225586,1.524597168,0.002082825,,4.56
0.492271423,0.141242981,0.004150391,0.616905212,0.03530884,-0.041542053,0.157859802,-0.018699646,-0.037391663,1.165252686,1.015701294,-0.027008057,-0.016616821,,-0.0207672,1.165252686,-0.006233215,-0.008308411,-0.002075195,-0.039466858,-0.004150391,0.010383606,1.572372437,-0.002075195,,4.58
0.506813049,0.083084106,0.002075195,0.610671997,0.00623322,-0.043624878,0.13709259,-0.012466431,-0.039466858,1.179794312,1.092559814,-0.027008057,-0.018699646,,-0.018692,1.179794312,-0.016616821,-0.004150391,0,-0.043617249,0.006233215,0.010383606,1.632606506,0.002082825,,4.6
0.542121887,0.041542053,0.004150391,0.594055176,-0.0103836,-0.041542053,0.126701355,-0.012466431,-0.029083252,1.165252686,1.183952332,-0.022850037,-0.018699646,,-0.018692,1.165252686,-0.010383606,-0.004150391,-0.004150391,-0.037391663,0.00415802,0.004150391,1.692840576,0.002082825,,4.62
0.596130371,0.010383606,0.004150391,0.560821533,-0.018692,-0.041542053,0.149551392,-0.016616821,-0.031158447,1.109169006,1.271186829,-0.029083252,-0.024925232,,-0.02285,1.109169006,-0.012466431,-0.004150391,-0.006233215,-0.041542053,0.006233215,0.006225586,1.750999451,0,,4.64
0.668830872,-0.010383606,0.004150391,0.508895874,-0.0270004,-0.037391663,0.159934998,-0.010391235,-0.035316467,1.063476563,1.368812561,-0.024925232,-0.012466431,,-0.0207672,1.063476563,-0.012466431,0.010391235,-0.010383606,-0.037391663,0.010383606,-0.00415802,1.144485474,0.002082825,,4.66
0.735298157,-0.016616821,0.004150391,0.463195801,-0.0249252,-0.041542053,0.141242981,-0.014541626,-0.031158447,0.71244812,1.437355042,-0.031158447,-0.018699646,,-0.0207672,0.71244812,-0.014541626,0.002082825,-0.002075195,-0.035308838,0.00415802,-0.00415802,0.456962585,0.010391235,,4.68
0.778915405,-0.024925232,0.002075195,0.432037354,-0.0311584,-0.037391663,0.103858948,-0.012466431,-0.033233643,0.577430725,1.453971863,-0.029083252,-0.016616821,,-0.018692,0.577430725,-0.010383606,0.008308411,-0.004150391,-0.033233643,0.014541626,-0.002082825,0.151634216,0,,4.7
0.756065369,-0.027000427,0.004150391,0.411270142,-0.0311584,-0.037391663,0.110084534,-0.016616821,-0.027008057,0.625205994,1.439430237,-0.024925232,-0.016616821,,-0.02285,0.625205994,-0.010383606,0.002082825,-0.004150391,-0.043617249,0.008308411,0.002075195,0.047775269,-0.002075195,,4.72
0.749832153,-0.024925232,0.008308411,0.405036926,-0.0373917,-0.035316467,0.153709412,-0.018699646,-0.029083252,0.679214478,1.445663452,-0.024925232,-0.018699646,,-0.0124588,0.679214478,-0.018692017,-0.002075195,-0.006233215,-0.035308838,0.00415802,0.006225586,-0.002075195,0,,4.74
0.783065796,-0.035308838,0.004150391,0.434120178,-0.0394669,-0.037391663,0.195251465,-0.022850037,-0.037391663,0.726982117,1.514205933,-0.022850037,-0.022850037,,-0.0145416,0.726982117,-0.014541626,0.002082825,0,-0.037391663,-0.002075195,0.008308411,-0.006225586,0.006233215,,4.76
0.830841064,-0.029075623,0.006225586,0.479812622,-0.0373917,-0.035316467,0.213943481,-0.016616821,-0.031158447,0.753990173,1.597290039,-0.024925232,-0.016616821,,-0.0145416,0.753990173,-0.008308411,0.006233215,-0.002075195,-0.039466858,0.008308411,0.012458801,-0.010383606,0.00415802,,4.78
0.876541138,-0.027000427,0.002075195,0.490196228,-0.0290833,-0.043624878,0.253410339,-0.014541626,-0.027008057,0.735290527,1.659606934,-0.022850037,-0.020774841,,-0.0207672,0.735290527,-0.008308411,0,0.002075195,-0.043617249,0.008308411,,-0.016616821,0,,4.8
0.907691956,-0.027000427,0.002075195,0.450737,-0.0311584,-0.037391663,0.301177979,-0.014541626,-0.035316467,0.658439636,1.717765808,-0.027008057,-0.020774841,,-0.0166168,0.658439636,-0.012466431,0.00415802,0.006233215,-0.035308838,0.00415802,,-0.020767212,0.008308411,,4.82
0.920158386,-0.027000427,5.55E-17,0.436195374,-0.0290833,-0.041542053,0.344802856,-0.014541626,-0.031158447,0.602355957,1.759307861,-0.022850037,-0.014541626,,-0.018692,0.602355957,-0.012466431,0.006233215,0,-0.047775269,0.002075195,,-0.022842407,0.006233215,,4.84
0.866149902,-0.024925232,0.006225586,0.456962585,-0.0270004,-0.041542053,0.369728088,-0.008308411,-0.033233643,0.616897583,1.784233093,-0.027008057,-0.014541626,,-0.0145416,0.616897583,-0.018692017,0.006233215,-0.004150391,-0.039466858,0.00415802,,-0.020767212,0.006233215,,4.86
0.810073853,-0.033233643,0.004150391,0.51927948,-0.0249252,-0.033233643,0.384262085,-0.012466431,-0.037391663,0.718673706,1.775924683,-0.022850037,-0.016616821,,-0.0145416,0.718673706,-0.010383606,0.006233215,-0.002075195,-0.033233643,0.002075195,,-0.022842407,0.002082825,,4.88
0.733215332,-0.029075623,0.004150391,0.564971924,-0.02285,-0.039466858,0.3904953,-0.010391235,-0.027008057,0.84538269,1.788383484,-0.024925232,-0.012466431,,-0.0124588,0.84538269,-0.014541626,0.00415802,-0.004150391,-0.027000427,0.008308411,,-0.020767212,0,,4.9
