Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N),Data Set 5:Time(s),Data Set 5:Force G(N),
0,-0.022850037,0,-0.027008057,0,-0.008308411,0,-0.022850037,0,0.093467712,
0.02,-0.016616821,0.02,-0.018699646,0.02,-0.008308411,0.02,-0.020774841,0.02,0.135009766,
0.04,-0.020774841,0.04,-0.022850037,0.04,-0.006233215,0.04,-0.020774841,0.04,0.182785034,
0.06,-0.020774841,0.06,-0.024925232,0.06,-0.006233215,0.06,-0.020774841,0.06,0.216018677,
0.08,-0.022850037,0.08,-0.022850037,0.08,-0.010391235,0.08,-0.022850037,0.08,0.216018677,
0.1,-0.022850037,0.1,-0.022850037,0.1,-0.008308411,0.1,-0.018692017,0.1,0.151626587,
0.12,-0.018699646,0.12,-0.018699646,0.12,-0.002082825,0.12,-0.012466431,0.12,0.049850464,
0.14,-0.022850037,0.14,-0.018699646,0.14,-0.006233215,0.14,-0.014541626,0.14,-0.006233215,
0.16,-0.022850037,0.16,-0.027008057,0.16,-0.002082825,0.16,-0.014541626,0.16,-0.039466858,
0.18,-0.018699646,0.18,-0.018699646,0.18,-0.002082825,0.18,-0.020774841,0.18,-0.043624878,
0.2,-0.016616821,0.2,-0.018699646,0.2,-0.008308411,0.2,-0.012466431,0.2,-0.045700073,
0.22,-0.024925232,0.22,-0.016616821,0.22,-0.010391235,0.22,-0.008308411,0.22,-0.027008057,
0.24,-0.020774841,0.24,-0.024925232,0.24,0,0.24,-0.016616821,0.24,0.016616821,
0.26,-0.016616821,0.26,-0.022850037,0.26,-0.002082825,0.26,-0.020774841,0.26,0.081001282,
0.28,-0.022850037,0.28,-0.020774841,0.28,-0.006233215,0.28,-0.020774841,0.28,0.218093872,
0.3,-0.016616821,0.3,-0.024925232,0.3,-0.010391235,0.3,-0.020774841,0.3,0.365570068,
0.32,-0.016616821,0.32,-0.020774841,0.32,-0.010391235,0.32,-0.016616821,0.32,0.444496155,
0.34,-0.016616821,0.34,-0.024925232,0.34,0,0.34,-0.018692017,0.34,0.488113403,
0.36,-0.016616821,0.36,-0.024925232,0.36,-0.014541626,0.36,-0.020774841,0.36,0.506813049,
0.38,-0.020774841,0.38,-0.020774841,0.38,-0.014541626,0.38,-0.027000427,0.38,0.523429871,
0.4,-0.022850037,0.4,-0.012466431,0.4,-0.012466431,0.4,-0.014541626,0.4,0.552505493,
0.42,-0.018699646,0.42,-0.027008057,0.42,-0.012466431,0.42,-0.020774841,0.42,0.569122314,
0.44,-0.020774841,0.44,-0.014541626,0.44,-0.00415802,0.44,-0.035308838,0.44,0.585739136,
0.46,-0.016616821,0.46,-0.020774841,0.46,-0.010391235,0.46,-0.010383606,0.46,0.623130798,
0.48,-0.022850037,0.48,-0.018699646,0.48,-0.00415802,0.48,0.006233215,0.48,0.668823242,
0.5,-0.020774841,0.5,-0.010391235,0.5,-0.010391235,0.5,-0.00415802,0.5,0.710365295,
0.52,-0.014541626,0.52,-0.014541626,0.52,-0.008308411,0.52,-0.012466431,0.52,0.764373779,
0.54,-0.020774841,0.54,-0.012466431,0.54,-0.010391235,0.54,-0.031158447,0.54,0.818374634,
0.56,-0.018699646,0.56,-0.016616821,0.56,-0.006233215,0.56,-0.024925232,0.56,0.89315033,
0.58,-0.018699646,0.58,-0.027008057,0.58,-0.008308411,0.58,-0.010383606,0.58,0.976234436,
0.6,-0.029083252,0.6,-0.029083252,0.6,-0.008308411,0.6,-0.018692017,0.6,1.067626953,
0.62,-0.018699646,0.62,-0.027008057,0.62,-0.008308411,0.62,-0.016616821,0.62,1.129943848,
0.64,-0.022850037,0.64,-0.010391235,0.64,-0.010391235,0.64,-0.027000427,0.64,1.179794312,
0.66,-0.020774841,0.66,-0.014541626,0.66,-0.002082825,0.66,-0.010383606,0.66,1.237953186,
0.68,-0.014541626,0.68,0,0.68,-0.008308411,0.68,-0.002075195,0.68,1.302337646,
0.7,-0.020774841,0.7,0.029075623,0.7,-0.00415802,0.7,0.004150391,0.7,0.857841492,
0.72,-0.020774841,0.72,0.037384033,0.72,-0.008308411,0.72,0.006233215,0.72,0.32610321,
0.74,-0.022850037,0.74,0.033233643,0.74,-0.010391235,0.74,0.014541626,0.74,0.089309692,
0.76,-0.018699646,0.76,0.014533997,0.76,-0.008308411,0.76,0.016616821,0.76,0,
0.78,-0.020774841,0.78,0.004150391,0.78,-0.008308411,0.78,0.012458801,0.78,-0.029083252,
0.8,-0.020774841,0.8,0.004150391,0.8,-0.012466431,0.8,0.012458801,0.8,-0.045700073,
0.82,-0.016616821,0.82,0.006225586,0.82,-0.00415802,0.82,0.014541626,0.82,-0.047775269,
0.84,-0.018699646,0.84,0.006225586,0.84,-0.010391235,0.84,0.016616821,0.84,-0.049850464,
0.86,-0.020774841,0.86,0.008308411,0.86,-0.008308411,0.86,0.014541626,0.86,-0.045700073,
0.88,-0.018699646,0.88,0.006225586,0.88,-0.012466431,0.88,0.056083679,0.88,-0.043624878,
0.9,-0.016616821,0.9,0.008308411,0.9,-0.006233215,0.9,0.110084534,0.9,-0.051933289,
0.92,-0.018699646,0.92,0.010383606,0.92,-0.00415802,0.92,0.12877655,0.92,-0.051933289,
0.94,-0.024925232,0.94,0.012458801,0.94,-0.012466431,0.94,0.139167786,0.94,-0.054008484,
0.96,-0.014541626,0.96,0.016616821,0.96,-0.010391235,0.96,0.139167786,0.96,-0.056083679,
0.98,-0.018699646,0.98,0.006225586,0.98,-0.008308411,0.98,0.137084961,0.98,-0.049850464,
1,-0.016616821,1,0.010383606,1,-0.008308411,1,0.12462616,1,-0.045700073,
1.02,-0.024925232,1.02,0.008308411,1.02,-0.010391235,1.02,0.122550964,1.02,-0.049850464,
1.04,-0.024925232,1.04,0.008308411,1.04,-0.006233215,1.04,0.12462616,1.04,-0.049850464,
1.06,-0.022850037,1.06,0.012458801,1.06,-0.002082825,1.06,0.13293457,1.06,-0.058158875,
1.08,-0.024925232,1.08,0.012458801,1.08,-0.010391235,1.08,0.135009766,1.08,-0.047775269,
1.1,-0.029083252,1.1,0.029075623,1.1,-0.008308411,1.1,0.141242981,1.1,-0.058158875,
1.12,-0.018699646,1.12,0.041542053,1.12,-0.012466431,1.12,0.126701355,1.12,-0.051933289,
1.14,-0.027008057,1.14,0.037384033,1.14,-0.016616821,1.14,0.126701355,1.14,-0.051933289,
1.16,-0.022850037,1.16,0.029075623,1.16,-0.00415802,1.16,0.118392944,1.16,-0.047775269,
1.18,-0.018699646,1.18,0.022842407,1.18,-0.010391235,1.18,0.105934143,1.18,-0.051933289,
1.2,-0.018699646,1.2,0.018692017,1.2,-0.014541626,1.2,0.093467712,1.2,-0.054008484,
1.22,-0.022850037,1.22,0.018692017,1.22,-0.008308411,1.22,0.083084106,1.22,-0.051933289,
1.24,-0.020774841,1.24,0.006225586,1.24,-0.006233215,1.24,0.0727005,1.24,-0.041542053,
1.26,-0.018699646,1.26,0.002075195,1.26,-0.008308411,1.26,0.06439209,1.26,-0.037391663,
1.28,-0.020774841,1.28,0.006225586,1.28,-0.006233215,1.28,0.051925659,1.28,-0.037391663,
1.3,-0.024925232,1.3,0.002075195,1.3,-0.00415802,1.3,0.020767212,1.3,-0.035316467,
1.32,-0.018699646,1.32,0.002075195,1.32,-0.006233215,1.32,0.006233215,1.32,-0.039466858,
1.34,-0.027008057,1.34,0.002075195,1.34,-0.010391235,1.34,-0.008308411,1.34,-0.047775269,
1.36,-0.022850037,1.36,-0.002082825,1.36,-0.010391235,1.36,-0.008308411,1.36,-0.043624878,
1.38,-0.018699646,1.38,0.004150391,1.38,-0.012466431,1.38,-0.00415802,1.38,-0.041542053,
,,1.4,0,1.4,-0.010391235,1.4,-0.012466431,1.4,-0.033233643,
,,1.42,0.006225586,1.42,-0.00415802,1.42,-0.006233215,1.42,-0.045700073,
,,1.44,-0.002082825,1.44,-0.008308411,1.44,-0.008308411,1.44,-0.041542053,
,,1.46,-0.002082825,1.46,-0.012466431,1.46,-0.002075195,1.46,-0.041542053,
,,1.48,0.004150391,1.48,-0.014541626,1.48,-0.008308411,1.48,-0.043624878,
,,1.5,0.002075195,1.5,-0.008308411,1.5,-0.012466431,1.5,-0.049850464,
,,1.52,0.002075195,1.52,-0.014541626,1.52,-0.010383606,1.52,-0.035316467,
,,1.54,0.002075195,1.54,-0.006233215,1.54,-0.008308411,1.54,-0.039466858,
,,1.56,0.006225586,1.56,-0.016616821,1.56,-0.002075195,1.56,-0.037391663,
,,1.58,0.008308411,1.58,0.004150391,1.58,-0.002075195,1.58,-0.033233643,
,,1.6,0.008308411,1.6,-0.006233215,1.6,-0.006233215,1.6,-0.033233643,
,,1.62,0.004150391,1.62,-0.008308411,1.62,-0.00415802,1.62,-0.031158447,
,,1.64,-0.002082825,1.64,-0.010391235,1.64,-0.010383606,1.64,-0.031158447,
,,1.66,0.008308411,1.66,-0.008308411,1.66,-0.006233215,1.66,-0.033233643,
,,1.68,0.002075195,1.68,-0.012466431,1.68,-0.006233215,1.68,-0.031158447,
,,1.7,0.004150391,1.7,-0.006233215,1.7,-0.006233215,1.7,-0.041542053,
,,1.72,0.006225586,1.72,-0.010391235,1.72,-0.008308411,1.72,-0.035316467,
,,1.74,0.002075195,1.74,-0.008308411,1.74,-0.010383606,1.74,-0.039466858,
,,1.76,0.004150391,1.76,-0.006233215,1.76,-0.010383606,1.76,-0.039466858,
,,1.78,0.008308411,1.78,-0.010391235,1.78,-0.00415802,1.78,-0.039466858,
,,1.8,0.002075195,1.8,-0.006233215,1.8,-0.010383606,1.8,-0.035316467,
,,1.82,0.004150391,1.82,-0.008308411,1.82,-0.010383606,1.82,-0.037391663,
,,1.84,0.004150391,1.84,-0.010391235,1.84,-0.00415802,1.84,-0.035316467,
,,1.86,0.002075195,1.86,-0.006233215,1.86,-0.006233215,1.86,-0.043624878,
,,1.88,0,1.88,-0.008308411,1.88,-0.010383606,1.88,-0.033233643,
,,1.9,0,1.9,-0.010391235,1.9,-0.016616821,1.9,-0.041542053,
,,1.92,0,1.92,-0.010391235,1.92,-0.006233215,1.92,-0.037391663,
,,1.94,0,1.94,-0.008308411,1.94,-0.00415802,1.94,-0.037391663,
,,1.96,0,1.96,-0.016616821,1.96,-0.006233215,1.96,-0.029083252,
,,1.98,0,1.98,-0.014541626,1.98,0.002075195,1.98,-0.037391663,
,,2,0.002075195,2,-0.008308411,2,-0.008308411,2,-0.037391663,
,,2.02,-0.006233215,2.02,-0.014541626,2.02,-0.006233215,2.02,-0.037391663,
,,2.04,0.004150391,2.04,-0.012466431,2.04,-0.008308411,2.04,-0.035316467,
,,2.06,-0.00415802,2.06,-0.010391235,2.06,-0.002075195,2.06,-0.041542053,
,,2.08,0,2.08,-0.002082825,2.08,-0.010383606,2.08,-0.039466858,
,,2.1,0.002075195,2.1,0,2.1,-0.014541626,2.1,-0.039466858,
,,2.12,-0.00415802,2.12,-0.008308411,2.12,-0.016616821,2.12,-0.033233643,
,,2.14,-0.00415802,2.14,-0.008308411,2.14,-0.008308411,2.14,-0.029083252,
,,2.16,0.006225586,2.16,-0.006233215,2.16,-0.008308411,2.16,-0.035316467,
,,2.18,0.006225586,2.18,-0.00415802,2.18,-0.00415802,2.18,-0.037391663,
,,2.2,0.006225586,2.2,-0.008308411,2.2,-0.010383606,2.2,-0.039466858,
,,2.22,0.012458801,2.22,-0.008308411,2.22,-0.010383606,2.22,-0.041542053,
,,2.24,0.008308411,2.24,-0.008308411,2.24,-0.002075195,2.24,-0.037391663,
,,2.26,0.006225586,2.26,-0.012466431,2.26,-0.010383606,2.26,-0.039466858,
,,2.28,0.006225586,2.28,-0.014541626,2.28,-0.016616821,2.28,-0.041542053,
,,2.3,0,2.3,-0.016616821,2.3,-0.008308411,2.3,-0.037391663,
,,2.32,0.006225586,2.32,-0.010391235,2.32,-0.010383606,2.32,-0.039466858,
,,2.34,0.002075195,2.34,-0.008308411,2.34,-0.012466431,2.34,-0.037391663,
,,2.36,0.008308411,2.36,-0.012466431,2.36,-0.010383606,2.36,-0.037391663,
,,2.38,0.002075195,2.38,-0.008308411,2.38,-0.010383606,2.38,-0.035316467,
,,2.4,0,2.4,-0.00415802,2.4,-0.002075195,2.4,-0.031158447,
,,2.42,0.008308411,2.42,-0.006233215,2.42,-0.010383606,2.42,-0.033233643,
,,2.44,0.002075195,2.44,-0.010391235,2.44,-0.010383606,2.44,-0.035316467,
,,2.46,0.002075195,2.46,-0.012466431,2.46,-0.00415802,2.46,-0.033233643,
,,2.48,0.002075195,2.48,-0.012466431,2.48,-0.006233215,2.48,-0.035316467,
,,2.5,0.004150391,2.5,-0.010391235,2.5,-0.006233215,2.5,-0.035316467,
,,2.52,-0.002082825,2.52,-0.008308411,2.52,-0.006233215,2.52,-0.037391663,
,,2.54,-0.006233215,2.54,-0.008308411,2.54,-0.010383606,2.54,-0.043624878,
,,2.56,-0.00415802,2.56,-0.006233215,2.56,-0.002075195,2.56,-0.041542053,
,,2.58,-0.002082825,2.58,-0.012466431,2.58,-0.008308411,2.58,-0.037391663,
,,2.6,0.008308411,2.6,-0.010391235,2.6,-0.008308411,2.6,-0.037391663,
,,2.62,0.004150391,2.62,-0.010391235,2.62,-0.010383606,2.62,-0.035316467,
,,2.64,0.006225586,2.64,-0.014541626,2.64,-0.006233215,2.64,-0.037391663,
,,2.66,0,2.66,-0.012466431,2.66,-0.010383606,2.66,-0.037391663,
,,2.68,-0.002082825,2.68,-0.008308411,2.68,-0.006233215,2.68,-0.037391663,
,,2.7,0.006225586,2.7,-0.00415802,2.7,-0.010383606,2.7,-0.039466858,
,,2.72,0.004150391,2.72,-0.008308411,2.72,-0.006233215,2.72,-0.039466858,
,,2.74,-0.00415802,2.74,-0.010391235,2.74,-0.010383606,2.74,-0.041542053,
,,2.76,0.002075195,2.76,-0.010391235,2.76,-0.008308411,2.76,-0.043624878,
,,2.78,0.002075195,2.78,-0.006233215,2.78,-0.006233215,2.78,-0.037391663,
,,2.8,0,2.8,-0.00415802,2.8,0,2.8,-0.041542053,
,,2.82,0,2.82,-0.002082825,2.82,-0.00415802,2.82,-0.037391663,
,,2.84,-0.006233215,2.84,-0.006233215,2.84,-0.006233215,2.84,-0.037391663,
,,2.86,-0.002082825,2.86,-0.012466431,2.86,0,2.86,-0.035316467,
,,2.88,-0.002082825,2.88,-0.010391235,2.88,-0.006233215,2.88,-0.037391663,
,,2.9,0.002075195,2.9,-0.010391235,2.9,-0.002075195,2.9,-0.037391663,
,,2.92,-0.002082825,2.92,-0.008308411,2.92,-0.006233215,2.92,-0.039466858,
,,2.94,-0.002082825,2.94,-0.006233215,2.94,-0.00415802,2.94,-0.041542053,
,,2.96,-0.008308411,2.96,-0.006233215,2.96,-0.008308411,2.96,-0.043624878,
,,2.98,-0.00415802,2.98,-0.012466431,2.98,-0.012466431,2.98,-0.043624878,
,,3,-0.002082825,3,-0.006233215,3,-0.008308411,3,-0.039466858,
,,3.02,-0.002082825,3.02,-0.010391235,3.02,-0.012466431,3.02,-0.043624878,
,,3.04,-0.002082825,3.04,-0.006233215,3.04,-0.012466431,3.04,-0.045700073,
,,3.06,-0.008308411,3.06,-0.002082825,3.06,-0.006233215,3.06,-0.039466858,
,,3.08,-0.002082825,3.08,-0.002082825,3.08,-0.014541626,3.08,-0.035316467,
,,3.1,0.002075195,3.1,-0.008308411,3.1,-0.006233215,3.1,-0.037391663,
,,3.12,-0.002082825,3.12,-0.006233215,3.12,-0.010383606,3.12,-0.041542053,
,,3.14,-0.00415802,3.14,-0.006233215,3.14,-0.016616821,3.14,-0.035316467,
,,3.16,-0.002082825,3.16,-0.002082825,3.16,-0.008308411,3.16,-0.035316467,
,,3.18,0.004150391,3.18,-0.00415802,3.18,-0.012466431,3.18,-0.037391663,
,,3.2,0,3.2,-0.006233215,3.2,-0.008308411,3.2,-0.041542053,
,,3.22,-0.002082825,3.22,-0.008308411,3.22,-0.006233215,3.22,-0.041542053,
,,3.24,-0.006233215,3.24,-0.006233215,3.24,-0.006233215,3.24,-0.033233643,
,,3.26,0,3.26,-0.012466431,3.26,-0.010383606,3.26,-0.035316467,
,,3.28,0,3.28,-0.006233215,3.28,-0.006233215,3.28,-0.037391663,
,,3.3,-0.006233215,,,3.3,-0.018692017,3.3,-0.039466858,
,,3.32,-0.00415802,,,3.32,-0.012466431,3.32,-0.041542053,
,,3.34,-0.014541626,,,3.34,-0.012466431,3.34,-0.039466858,
,,3.36,-0.008308411,,,3.36,-0.006233215,3.36,-0.031158447,
,,3.38,0,,,3.38,-0.010383606,3.38,-0.035316467,
,,3.4,-0.002082825,,,3.4,-0.008308411,3.4,-0.041542053,
,,3.42,-0.002082825,,,3.42,-0.008308411,3.42,-0.033233643,
,,3.44,0.002075195,,,3.44,-0.002075195,3.44,-0.039466858,
,,3.46,-0.00415802,,,3.46,-0.00415802,3.46,-0.039466858,
,,3.48,-0.002082825,,,3.48,-0.014541626,3.48,-0.037391663,
,,3.5,0.006225586,,,3.5,0,3.5,-0.043624878,
,,3.52,-0.002082825,,,3.52,-0.008308411,3.52,-0.041542053,
,,3.54,0,,,3.54,-0.008308411,3.54,-0.031158447,
,,3.56,-0.00415802,,,3.56,-0.002075195,3.56,-0.041542053,
,,3.58,-0.002082825,,,3.58,-0.012466431,3.58,-0.037391663,
,,3.6,-0.00415802,,,3.6,-0.006233215,3.6,-0.035316467,
,,3.62,-0.00415802,,,3.62,-0.010383606,3.62,-0.041542053,
,,3.64,0,,,3.64,-0.018692017,3.64,-0.035316467,
,,3.66,-0.010391235,,,3.66,-0.012466431,3.66,-0.039466858,
,,3.68,-0.002082825,,,3.68,-0.012466431,3.68,-0.045700073,
,,3.7,-0.00415802,,,3.7,-0.010383606,3.7,-0.043624878,
,,3.72,0.002075195,,,3.72,-0.016616821,3.72,-0.043624878,
,,3.74,-0.00415802,,,3.74,-0.008308411,3.74,-0.043624878,
,,3.76,-0.00415802,,,3.76,-0.00415802,3.76,-0.039466858,
,,3.78,-0.010391235,,,3.78,-0.012466431,3.78,-0.043624878,
,,3.8,-0.006233215,,,3.8,-0.010383606,3.8,-0.039466858,
,,3.82,-0.006233215,,,3.82,-0.006233215,3.82,-0.041542053,
,,3.84,-0.002082825,,,3.84,-0.012466431,3.84,-0.039466858,
,,3.86,-0.008308411,,,3.86,-0.014541626,3.86,-0.043624878,
,,3.88,-0.010391235,,,3.88,-0.008308411,3.88,-0.043624878,
,,3.9,0.002075195,,,3.9,-0.008308411,3.9,-0.039466858,
,,3.92,-0.006233215,,,3.92,-0.012466431,3.92,-0.033233643,
,,3.94,-0.006233215,,,3.94,-0.012466431,3.94,-0.035316467,
,,3.96,-0.002082825,,,3.96,-0.010383606,3.96,-0.043624878,
,,3.98,-0.006233215,,,3.98,-0.00415802,3.98,-0.041542053,
,,4,-0.012466431,,,4,-0.002075195,4,-0.043624878,
,,4.02,-0.010391235,,,4.02,-0.008308411,4.02,-0.047775269,
,,4.04,-0.010391235,,,4.04,-0.002075195,4.04,-0.047775269,
,,4.06,-0.008308411,,,4.06,-0.002075195,4.06,-0.039466858,
,,4.08,-0.00415802,,,4.08,-0.010383606,4.08,-0.035316467,
,,4.1,-0.006233215,,,4.1,-0.010383606,4.1,-0.037391663,
,,4.12,-0.006233215,,,4.12,-0.010383606,4.12,-0.037391663,
,,4.14,-0.008308411,,,4.14,-0.012466431,4.14,-0.039466858,
,,4.16,-0.010391235,,,4.16,-0.010383606,4.16,-0.045700073,
,,4.18,-0.008308411,,,4.18,-0.012466431,4.18,-0.041542053,
,,4.2,-0.008308411,,,4.2,-0.008308411,4.2,-0.047775269,
,,4.22,-0.00415802,,,4.22,-0.008308411,4.22,-0.043624878,
,,4.24,-0.018699646,,,4.24,-0.012466431,4.24,-0.037391663,
,,4.26,-0.00415802,,,4.26,-0.012466431,4.26,-0.043624878,
,,4.28,-0.006233215,,,4.28,-0.010383606,4.28,-0.041542053,
,,4.3,-0.012466431,,,4.3,-0.010383606,4.3,-0.047775269,
,,4.32,-0.008308411,,,4.32,-0.014541626,4.32,-0.041542053,
,,4.34,-0.012466431,,,4.34,-0.014541626,4.34,-0.041542053,
,,4.36,-0.006233215,,,4.36,-0.016616821,4.36,-0.035316467,
,,4.38,-0.012466431,,,4.38,-0.008308411,4.38,-0.041542053,
,,4.4,-0.014541626,,,4.4,-0.00415802,4.4,-0.037391663,
,,4.42,-0.006233215,,,4.42,-0.008308411,4.42,-0.043624878,
,,4.44,-0.006233215,,,4.44,-0.016616821,4.44,-0.043624878,
,,4.46,-0.012466431,,,4.46,-0.010383606,4.46,-0.039466858,
,,4.48,-0.012466431,,,4.48,-0.008308411,4.48,-0.037391663,
,,4.5,-0.008308411,,,4.5,-0.006233215,4.5,-0.037391663,
,,4.52,-0.010391235,,,4.52,-0.012466431,4.52,-0.043624878,
,,4.54,-0.006233215,,,4.54,-0.012466431,4.54,-0.039466858,
,,4.56,-0.00415802,,,4.56,-0.008308411,4.56,-0.039466858,
,,4.58,-0.014541626,,,4.58,-0.00415802,4.58,-0.041542053,
,,4.6,-0.006233215,,,4.6,-0.010383606,4.6,-0.043624878,
,,4.62,-0.012466431,,,4.62,-0.012466431,4.62,-0.041542053,
,,4.64,-0.014541626,,,4.64,-0.018692017,4.64,-0.041542053,
,,4.66,-0.010391235,,,4.66,-0.008308411,4.66,-0.037391663,
,,4.68,-0.010391235,,,4.68,-0.006233215,4.68,-0.041542053,
,,4.7,-0.002082825,,,4.7,-0.014541626,4.7,-0.037391663,
,,4.72,-0.00415802,,,4.72,-0.014541626,4.72,-0.037391663,
,,4.74,-0.008308411,,,4.74,-0.008308411,4.74,-0.035316467,
,,4.76,-0.016616821,,,4.76,-0.006233215,4.76,-0.037391663,
,,4.78,-0.012466431,,,4.78,-0.016616821,4.78,-0.035316467,
,,4.8,-0.016616821,,,4.8,-0.018692017,4.8,-0.043624878,
,,4.82,-0.008308411,,,4.82,-0.014541626,4.82,-0.037391663,
,,4.84,-0.008308411,,,4.84,-0.010383606,4.84,-0.041542053,
,,4.86,-0.006233215,,,4.86,-0.012466431,4.86,-0.041542053,
,,4.88,-0.012466431,,,4.88,-0.014541626,4.88,-0.033233643,
,,4.9,-0.006233215,,,4.9,-0.014541626,4.9,-0.039466858,
,,4.92,-0.012466431,,,4.92,-0.012466431,4.92,-0.043624878,
,,4.94,-0.010391235,,,4.94,-0.008308411,4.94,-0.033233643,
,,4.96,-0.00415802,,,4.96,-0.012466431,4.96,-0.043624878,
,,4.98,-0.016616821,,,4.98,-0.012466431,4.98,-0.033233643,
,,5,-0.010391235,,,5,-0.014541626,5,-0.041542053,
,,5.02,-0.006233215,,,5.02,-0.012466431,5.02,-0.041542053,
,,5.04,-0.006233215,,,5.04,-0.014541626,5.04,-0.037391663,
,,5.06,-0.010391235,,,5.06,-0.012466431,5.06,-0.043624878,
,,5.08,-0.008308411,,,5.08,-0.012466431,5.08,-0.039466858,
,,5.1,-0.014541626,,,5.1,-0.006233215,5.1,-0.037391663,
,,5.12,-0.008308411,,,5.12,-0.008308411,5.12,-0.037391663,
,,5.14,-0.016616821,,,5.14,-0.006233215,5.14,-0.043624878,
,,5.16,-0.018699646,,,5.16,-0.016616821,5.16,-0.043624878,
,,5.18,-0.020774841,,,5.18,-0.010383606,5.18,-0.047775269,
,,5.2,-0.014541626,,,5.2,-0.012466431,5.2,-0.039466858,
,,5.22,-0.012466431,,,5.22,-0.012466431,5.22,-0.043624878,
,,5.24,-0.016616821,,,5.24,-0.010383606,5.24,-0.047775269,
,,5.26,-0.012466431,,,5.26,-0.010383606,5.26,-0.041542053,
,,5.28,-0.008308411,,,5.28,-0.010383606,5.28,-0.043624878,
,,5.3,-0.010391235,,,5.3,-0.014541626,5.3,-0.041542053,
,,5.32,-0.008308411,,,5.32,-0.014541626,5.32,-0.039466858,
,,5.34,-0.012466431,,,5.34,-0.010383606,5.34,-0.043624878,
,,5.36,-0.012466431,,,5.36,-0.014541626,5.36,-0.037391663,
,,5.38,-0.010391235,,,5.38,-0.014541626,5.38,-0.037391663,
,,5.4,-0.016616821,,,5.4,-0.018692017,5.4,-0.039466858,
,,5.42,-0.016616821,,,5.42,-0.006233215,5.42,-0.043624878,
,,5.44,-0.008308411,,,5.44,-0.008308411,5.44,-0.037391663,
,,5.46,-0.008308411,,,5.46,-0.014541626,5.46,-0.043624878,
,,5.48,-0.00415802,,,5.48,-0.016616821,5.48,-0.033233643,
,,5.5,-0.014541626,,,5.5,-0.012466431,5.5,-0.039466858,
,,5.52,-0.008308411,,,5.52,-0.010383606,5.52,-0.039466858,
,,5.54,-0.018699646,,,5.54,-0.008308411,5.54,-0.035316467,
,,5.56,-0.010391235,,,5.56,-0.008308411,5.56,-0.041542053,
,,5.58,-0.010391235,,,5.58,-0.010383606,5.58,-0.039466858,1.302337646
,,5.6,-0.008308411,,,5.6,-0.014541626,,,
,,5.62,-0.010391235,,,5.62,-0.010383606,,,
,,5.64,-0.012466431,,,5.64,-0.012466431,,,
,,5.66,-0.012466431,,,5.66,-0.012466431,,,
,,5.68,-0.00415802,,,5.68,-0.008308411,,,
,,5.7,-0.012466431,,,5.7,-0.012466431,,,
,,5.72,-0.010391235,,,5.72,-0.006233215,,,
,,5.74,-0.002082825,,,5.74,-0.00415802,,,
,,5.76,-0.010391235,,,5.76,-0.006233215,,,
,,5.78,-0.010391235,,,5.78,-0.00415802,,,
,,5.8,-0.012466431,,,5.8,-0.008308411,,,
,,5.82,-0.008308411,,,5.82,-0.012466431,,,
,,5.84,-0.018699646,,,5.84,-0.006233215,,,
,,5.86,-0.012466431,,,5.86,-0.010383606,,,
,,5.88,-0.008308411,,,5.88,-0.010383606,,,
,,5.9,-0.010391235,,,5.9,-0.010383606,,,
,,5.92,-0.010391235,,,5.92,-0.012466431,,,
,,5.94,-0.00415802,,,5.94,-0.014541626,,,
,,5.96,-0.00415802,,,5.96,-0.018692017,,,
,,5.98,-0.006233215,,,5.98,-0.012466431,,,
,,6,-0.00415802,,,6,-0.012466431,,,
,,6.02,-0.012466431,,,6.02,-0.006233215,,,
,,6.04,-0.006233215,,,6.04,-0.010383606,,,
,,6.06,-0.008308411,,,6.06,-0.020774841,,,
,,6.08,-0.006233215,,,6.08,-0.012466431,,,
,,6.1,-0.008308411,,,6.1,-0.016616821,,,
,,6.12,-0.010391235,,,6.12,-0.016616821,,,
,,6.14,-0.00415802,,,6.14,-0.010383606,,,
,,6.16,-0.012466431,,,6.16,-0.014541626,,,
,,6.18,-0.008308411,,,6.18,-0.010383606,,,
,,6.2,-0.010391235,,,6.2,-0.012466431,,,
,,6.22,-0.00415802,,,6.22,-0.012466431,,,
,,6.24,-0.006233215,,,6.24,-0.012466431,,,
,,6.26,-0.008308411,,,6.26,-0.016616821,,,
,,6.28,-0.010391235,,,6.28,-0.012466431,,,
,,6.3,-0.010391235,,,6.3,-0.010383606,,,
,,6.32,-0.018699646,,,6.32,-0.016616821,,,
,,6.34,-0.008308411,,,6.34,-0.014541626,,,
,,6.36,-0.008308411,,,6.36,-0.016616821,,,
,,6.38,-0.002082825,,,6.38,-0.014541626,,,
,,6.4,-0.008308411,,,6.4,-0.020774841,,,
,,6.42,-0.006233215,,,6.42,-0.016616821,,,
,,6.44,-0.014541626,,,6.44,-0.012466431,,,
,,6.46,-0.008308411,,,6.46,-0.010383606,,,
,,6.48,-0.014541626,,,6.48,-0.008308411,,,
,,6.5,-0.006233215,,,6.5,-0.010383606,,,
,,6.52,-0.006233215,,,6.52,-0.016616821,,,
,,6.54,-0.008308411,,,6.54,-0.020774841,,,
,,6.56,-0.006233215,,,6.56,-0.018692017,,,
,,6.58,-0.006233215,,,6.58,-0.014541626,,,
